Unnamed: 0,Emotion,Text,Clean_Text
14233,anger,"As lieutenant-governor , he is remembered for fleeing down the statehouse fire escape to avoid senators ' anger over his choice of committee assignments . ",lieutenantgovernor  remembered fleeing statehouse fire escape avoid senators  anger choice committee assignments 
17642,anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.,TV news heard Nicaragua complained increasing threat war USA
3665,anger,Do you know how late it is ? ,know late 
1157,anger,Wife's comment: How were US Congress lawmakers allowed to insider trade anyway?!  ,Wifes comment: Congress lawmakers allowed insider trade anyway
21227,anger,"When my father asked me if I was a communist, at the same time he made it clear that I should no longer see myself as his daughter.",father asked communist time clear longer daughter
18140,anger,"With a grunt of exasperation , Henry leapt across the room and into the yard , crossing the space between kitchen and dining room until he reached the stables . ",grunt exasperation  Henry leapt room yard  crossing space kitchen dining room reached stables 
9014,anger,Furious Tory MPs now want to go to the High Court to force a new ballot . ,Furious Tory MPs want High Court force new ballot 
24153,anger," Yeah , yeah , we ’ re here because we feel this is an injustice ! The financial irresponsibility of big business has to stop ! We ’ re there to show the government that we don ’ t like the way that they ’ re spending our tax dollars ! ",Yeah  yeah  ’ feel injustice  financial irresponsibility big business stop  ’ government ’ like way ’ spending tax dollars 
31579,anger,"On a recent visit to a day centre , which served both younger disabled and old people , I was told that old people were envious and resentful when computer learning was introduced for the younger disabled people . ",recent visit day centre  served younger disabled old people  told old people envious resentful computer learning introduced younger disabled people 
9052,anger,"I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done.",home filling tax report time help me liked quickly meet friend returned hospital got angry brother father refused calculator asked nicely leave wait help tax report done
5222,anger,Some people just don't understand the concept of &quot;biting&quot; ,people understand concept quotbitingquot
1146,anger,Shut up ... Billy ... BILLY ! ,Shut  Billy  BILLY 
12690,anger,It was such an odd thing to see. So much and thankfully no deaths. What a crazy afternoon it turned out to be!,odd thing see thankfully deaths crazy afternoon turned be
12341,anger,(1) My father died. (2) My natural father contacted me a year after my father died and this angered me more as I thought he should be dead and not my father.,(1) father died (2) natural father contacted year father died angered thought dead father
25232,anger,When my dress and a few other things were stolen from my wardrobe.,dress things stolen wardrobe
4789,anger,Berthon was livid at one of his cars being butchered but had to acknowledge that it handled better . ,Berthon livid cars butchered acknowledge handled better 
4705,anger,@fibro_elo: every person interprets pain differently. Prime example: fibro. People w/fibro SHOULD know this   ,  person interprets pain differently Prime example: fibro People w/fibro know
143,anger,"I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some 5 months after our sharing began. Prior to this, she had said nothing.",informed flatmate that wed moved flat shed expected buy food separetely  event actually happened 5 months sharing began Prior this said nothing
11081,anger,I experienced anger most recently when I had committed a sin which I had gone a week and a half without doing. I had made a vow to God and had blown it. Now I had to start all over.,experienced anger recently committed sin gone week half doing vow God blown it start over
2394,anger, it sounds like any job will be better than the one you have now ! ,sounds like job better 
22338,anger,"I don't care if you 're offended , that 's the truth . "" ",care re offended  s truth  
29654,anger,"If I failed to do so , he would become exasperated and start shouting at me , telling me how stupid I was ; whereupon I would dissolve into tears and rush out of the room . ",failed  exasperated start shouting  telling stupid  dissolve tears rush room 
1140,anger,Jesus. Now this next bus is late. I just want to kill myself.   ,Jesus bus late want kill myself
2897,anger,When my husband got picked up in our new car for drunken driving. We had made a pact the other would not drink and so therefore would be the driver for the evening etc. I was not present at the time.,husband got picked new car drunken driving pact drink driver evening etc present time
11076,anger,Is There a life after Death?! make me angry and find out !   #hulk,life Death angry find  #hulk
16872,anger,When my colleague spat on my face after a quarrel.,colleague spat face quarrel
14332,anger,I get angry when my smaller brother misbehaves and talks with indecent words.,angry smaller brother misbehaves talks indecent words
26450,anger, Spilled water on my Bed! And it's cold right now! There goes my Good Night Sleep! ,Spilled water Bed cold right now goes Good Night Sleep
27575,anger,I had stolen a bottle of rum from a person who knows me well. He threatened to call the police if I did not pay 500 Shillings.,stolen bottle rum person knows well threatened police pay 500 Shillings
28989,anger,Exchange of points of view with my sister on a family matter.,Exchange points view sister family matter
12201,anger,I hate when you plan an outfit in your head and then you cannot find the article of clothing you really need #firstworldproblems,hate plan outfit head find article clothing need #firstworldproblems
20915,anger, You forgot it last year as well . ,forgot year 
20628,anger,` You 're cross because I was honest when I spoke to you that night . , re cross honest spoke night 
16171,anger, That's not nice . ,Thats nice 
21331,anger,"When I encountered not only with my father's lack of understanding but also with his unwillingness to understand me as a parent, as far as things for which I (not he) have proves to be right are concerned.",encountered fathers lack understanding unwillingness understand parent far things (not he) proves right concerned
2454,anger,It smells like an ashtray in here ! ,smells like ashtray 
23325,anger," Why don ’ t you marry Rose , then ? ",’ marry Rose  
18986,anger,"` Pa would 've been livid with me for getting pregnant , and he wouldn't want his precious fiddle going to pay for anything to do with it . "" ", Pa ve livid getting pregnant  want precious fiddle going pay  
9874,anger,"My sister and I were fighting as usual. She's older tham I am, bigger built and stronger I couldn't win in a physical battle and in a verbal battle I couldn't seem to get through to her to really hurt her.",sister fighting usual older tham am bigger built stronger win physical battle verbal battle hurt her
16025,anger,This is pure bs! America go rot in Hell! You guys suck! Suck!!!!! Fcuk you. #mad #pissed,pure bs America rot Hell guys suck Suck Fcuk you #mad #pissed
19501,anger,On another occasion he had been struck once by another man at work and we were furious at him for not returning the blow . ,occasion struck man work furious returning blow 
33110,anger," Oh , what a terrible situation ! This traffic is unbearable . ",Oh  terrible situation  traffic unbearable 
8170,anger,Its not the its the ignorance which is gradually changing my mindset...,ignorance gradually changing mindset
11251,anger,is bad if sometimes u jus wanna get a lil medevil &amp; unleash some fury?????,bad u jus wanna lil medevil amp unleash fury
25926,anger,An old woman was violently thrown down the stairs of the tube by a group of louts.,old woman violently thrown stairs tube group louts
14407,anger,A friend had promised to call me at a certain time. I expected his call impatiently but in vain.,friend promised certain time expected impatiently vain
28418,anger, Isn't it awful ? I can't bear to look at it . I don't think I can stand this place for two weeks . ,awful  cant bear look  think stand place weeks 
15540,anger,"@char_wiggy not gonna lie, was on a foul mood when I woke up and it hadn't arrived, just ask @KerryLovell ",  gonna lie foul mood woke arrived ask  
18319,anger,One day I'm going to write about feminism and How I Met Your Mother ,day Im going write feminism Met Mother
13787,anger,"Peter says : ` The Poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them . ",Peter says :  Poles furious wanted prostitutes hotel bar  claiming 
17639,anger,"After this she ceased to blame herself for the breakdown of their marriage , but instead expressed considerable anger towards her husband . ",ceased blame breakdown marriage  instead expressed considerable anger husband 
22337,anger,I remember that when I was in school I saw a case of partiality - one of the teachers gave private coaching classes to some girls and she would give these girls extra attention in class and would ignore the others.,remember school saw case partiality  teachers gave private coaching classes girls girls extra attention class ignore others
11881,anger,@TiaRuggiero @brookephelan hahah yes! remember when i was about to kick becca in the face??  ,    hahah yes remember kick becca face
17167,anger,"` I do n't ask about your private affairs , now do I ? "" he said , in a mildly affronted tone . ", nt ask private affairs    said  mildly affronted tone 
29072,anger,When in a difficult moment I couldn't express myself correctly and my thought came out with distortions bringing about highly negative and distorted results.,difficult moment express correctly thought came distortions bringing highly negative distorted results
3575,anger,Once I had an argument with my friends and I knew that I was right.  My friends went on arguing with me even though they did not know the right thing.,argument friends knew right friends went arguing know right thing
1958,anger,About the car (sadness) I felt anger the way I acted after negotiating it.,car (sadness) felt anger way acted negotiating it
1379,anger," No , we got no receipt , but we paid on the spot . ", got receipt  paid spot 
32892,anger,Lenin was furious when he learned about it . ,Lenin furious learned 
1161,anger,"I'm sure the Olympics are going to be great but London, is it really necessary to undertake any more rail engineering works?  ",Im sure Olympics going great London necessary undertake rail engineering works
20581,anger,I had studied for almost one week for my physics-examination. With difficulty I passed the exam. I was angry about the teacher and also about myself because I had not remembered enough during the examn and because the time that I spent studying was wasted.,studied week physicsexamination difficulty passed exam angry teacher remembered examn time spent studying wasted
14611,anger,"Last night Mr Smith said : ` We are mad with this programme , and especially with Barth . ",night Mr Smith said :  mad programme  especially Barth 
20677,anger,@iiiceAGE deadassss I'm taking out all this tomorrow......what the fuck man,  deadassss Im taking tomorrowwhat fuck man
22046,anger,Mansell was livid and admitted he ran away from the scene of the accident to avoid being tempted into big trouble . ,Mansell livid admitted ran away scene accident avoid tempted big trouble 
30730,anger,"In the University we were convoked to a stroll like a freshman I was still innocent about the manipulation. On seeing the goal of the exaltation to poor character people, I felt anger on feeling myself mass of maneuver.",University convoked stroll like freshman innocent manipulation seeing goal exaltation poor character people felt anger feeling mass maneuver
29894,anger,Dotty flushed with annoyance . ,Dotty flushed annoyance 
83,anger,"Suppressing her annoyance at being called "" Little Sara "" , she replied that all was well . ",Suppressing annoyance called  Little Sara   replied 
6367,anger,Doing a group assignment and being left to do all the work and take the blame for any mistakes.,group assignment left work blame mistakes
19095,anger,I hate not having anyone to smoke with right now. My brother won't wake the fuck up. #rage #thuglife,hate smoke right now brother wake fuck up #rage #thuglife
23682,anger,"They played throughout the second half in peeved mood , allowing Blackburn to assume the dictating role with Gordon Cowans prompting from midfield and Speedie in predatory form up front . ",played second half peeved mood  allowing Blackburn assume dictating role Gordon Cowans prompting midfield Speedie predatory form 
33684,anger,in a shitty mood. wish i went to swim team. too many tests. wasting my damn time. ,shitty mood wish went swim team tests wasting damn time
20452,anger,"I was angry about how the government acted concerning Hainburg, especially when I saw a discussion about it on TV.",angry government acted concerning Hainburg especially saw discussion TV
6262,anger, They ’ re really running you into the ground . Why don ’ t you ask for some time off ? You could take a long weekend and go away somewhere . ,’ running ground  ’ ask time  long weekend away 
2123,anger,When someone lies to me.,lies me
31772,anger,"I need to calm down, otherwise I'm gonna break something to the highest degree...",need calm down Im gonna break highest degree
20396,anger,Of course Ed was really peeved about how Martinez handled the whole Harley business . ,course Ed peeved Martinez handled Harley business 
9056,anger,Frau Nordern allowed herself a note of exasperation . ,Frau Nordern allowed note exasperation 
15162,anger,y niggas n college......AND STILL PRESSED smfh. RT @Jamal_R I remember when I was pressed for pussy. I was like 14,niggas n collegeAND PRESSED smfh RT   remember pressed pussy like 14
4391,anger,I shouldn't be allowed to do anything when I'm sad or mad. Just makes the others get more hurt :s + #revenge = ?#*!?.,allowed Im sad mad makes hurt :s + #revenge = #*
21476,anger,Someone told me that he would stay at my home for one night. Therefore I made big efforts to make everything ok (food). One day before he cancelled the appointment because he had to go to church with his parents.,told stay home night big efforts ok (food) day cancelled appointment church parents
21819,anger,"Benedict was on his feet , overturning his chair in one violent gesture , a face of livid fury turned on Theda . ",Benedict feet  overturning chair violent gesture  face livid fury turned Theda 
3996,anger,There was a cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.,cup final match Limbe Leaf Wanderers Silver Strikers promised money admission fee watch game Unfortunately me
11570,anger,"I made an appointment with a friend to drink coffee togehter. However, for the third time in that week she arrived an hour too late.",appointment friend drink coffee togehter However time week arrived hour late
19103,anger,Trying so hard not to just break shit. #frustration,Trying hard break shit #frustration
7874,anger,Someone told a lie that I had stolen his money.,told lie stolen money
7013,anger," You see , that ’ s what I ’ m talking about , I can ’ t stand your sarcastic jokes anymore ", ’ ’ talking  ’ stand sarcastic jokes anymore
7172,anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand.",checked examination paper realized careless thoughtless lazy hasty unnecessary mistakes concerning things know understand
12476,anger,When the Real Madrid football team lost against the inter in the U.E.F.A cup.,Real Madrid football team lost inter UEFA cup
29590,anger,Wanting to through your blackberry across the room when it won't send my messages #Depression,Wanting blackberry room send messages #Depression
21429,anger,"Would love to kick a certain person in the face, ",love kick certain person face
4979,anger,@jameHUNK bubbs really wish I could bud my last weekend in Merthyr site so gotta b there like fkkk ,  bubbs wish bud weekend Merthyr site gotta b like fkkk
25522,anger,twitter aint make you mad so dont take your out on twitter,twitter aint mad dont twitter
25636,anger,And seriously...one play on the Xfactor and everyone loves Coldplay....like seriously? I hate how fickle most people's music taste is ,seriouslyone play Xfactor loves Coldplaylike seriously hate fickle peoples music taste
5676,anger, I ’ m sure this one is especially bad . And the word is so unpleasant . ,’ sure especially bad  word unpleasant 
24821,anger,Bus is late! You'd think that if a bus runs once an hour then they could at least make it on fucking time!! ,Bus late think bus runs hour fucking time
12321,anger,"still can't find that audio file I want. nobody seems to have a copy of it anymore either...DAMN YOU, NON PHYSICAL FORM OF MEDIA!!! ",cant find audio file want copy anymore eitherDAMN YOU NON PHYSICAL FORM MEDIA
11467,anger,My father began to say incoherant things concerning my brother's and my own behaviour towards him.  His biased (authoritarian) and ridiculous point of view made us angry.,father began incoherant things concerning brothers behaviour him biased (authoritarian) ridiculous point view angry
23256,anger,Misunderstood deliberately by a close friend.,Misunderstood deliberately close friend
8382,anger,Psh. Yes I have a Type A personality... But im working on that.  issues issues..shit I just have issues period. Lol,Psh Yes Type personality im working that issues issuesshit issues period Lol
9613,anger,When my father's new fiancee treats me like a child.  She does not trust me and constantly misunderstands me.  I get particularly angry when she says nasty things about my boyfriend with whom she works.,fathers new fiancee treats like child trust constantly misunderstands me particularly angry says nasty things boyfriend works
32807,anger," No , but I ended up finding out later that night when I saw her with another man at a club near my home ! ", ended finding later night saw man club near home 
5549,anger,Getting spit upon makes you wet. It does not make you angry. is your choice. RT @recovengineer,Getting spit makes wet angry choice RT  
17585,anger,Someone who always took care for the key of the sports hall stayed away without letting us know. Next time he did as if nothing had happened.,took care key sports hall stayed away letting know time happened
3439,anger,Twisting financial aid's arm. Being Wayne Stated is the soml. ,Twisting financial aids arm Wayne Stated soml
581,anger,@AnnaTaylor17 u can't hav #sadness #depression. these r actually only ur own thought interpretations u put on the moment. follow me.,  u cant hav #sadness #depression r actually ur thought interpretations u moment follow me
6660,anger,"As they passed her table , she heard the older woman counting one-two-three , one-two-three like a jolly and exasperated gym teacher . ",passed table  heard older woman counting onetwothree  onetwothree like jolly exasperated gym teacher 
2232,anger,My plan to rest got shot thanks to these teenage boys making all this noise ,plan rest got shot thanks teenage boys making noise
12913,anger," yes , they were horrible . We had to wear green every day ! ",yes  horrible  wear green day 
22878,anger, Didn't I tell you ? It's over ! ,tell  
5915,anger,"When an acquaintance of mine beat up another person for no just reason, and thus showed off his power.",acquaintance beat person reason showed power
12683,anger,So yesterday I find out Prom lands on TOC weekend. Today I find out WTP Nationals is on weekend of State Championship.  ,yesterday find Prom lands TOC weekend Today find WTP Nationals weekend State Championship
10146,anger, That's true . You can hear my tummy grumbling . I am really hungry ! ,Thats true  hear tummy grumbling  hungry 
8302,anger,&quot;Don’t play games with an  they’re far too intelligent and they’ll probably lose their tempers real quick.&quot; this is so me haha ,quotDon’t play games they’re far intelligent they’ll probably lose tempers real quickquot haha
